"set","instance","variation","incompatibilities","replication","makespan","time"
"taillard",19,"i",2,33,2321,4960
"taillard",19,"i",2,34,2301,9258
"taillard",19,"i",2,35,2321,1088
"taillard",19,"i",2,36,2321,11653
"taillard",19,"i",2,37,2304,38210
"taillard",19,"i",2,38,2304,11663
"taillard",19,"i",2,39,2321,37073
"taillard",19,"i",2,40,2291,32276
"taillard",19,"i",2,41,2304,22738
"taillard",19,"i",2,42,2321,187
"taillard",19,"i",2,43,2302,32011
"taillard",19,"i",2,44,2321,26742
"taillard",19,"i",2,45,2302,50264
"taillard",19,"i",2,46,2295,9930
"taillard",19,"i",2,47,2302,7874
"taillard",19,"i",2,48,2321,4507
"taillard",19,"i",2,49,2302,17023
"taillard",20,"I",0,0,4124,40528
"taillard",20,"I",0,1,4151,41510
"taillard",20,"I",0,2,4184,26712
"taillard",20,"I",0,3,4174,43281
"taillard",20,"I",0,4,4170,42502
"taillard",20,"I",0,5,4175,10778
"taillard",20,"I",0,6,4141,17511
"taillard",20,"I",0,7,4166,25133
"taillard",20,"I",0,8,4164,12896
"taillard",20,"I",0,9,4177,19313
"taillard",20,"I",0,10,4149,10918
"taillard",20,"I",0,11,4104,31832
"taillard",20,"I",0,12,4156,55382
"taillard",20,"I",0,13,4153,27049
"taillard",20,"I",0,14,4081,51720
"taillard",20,"I",0,15,4153,24864
"taillard",20,"I",0,16,4199,46720
"taillard",20,"I",0,17,4175,35392
"taillard",20,"I",0,18,4186,53226
"taillard",20,"I",0,19,4133,18061
"taillard",20,"I",0,20,4161,31350
"taillard",20,"I",0,21,4144,22324
"taillard",20,"I",0,22,4107,42977
"taillard",20,"I",0,23,4156,47005
"taillard",20,"I",0,24,4187,42651
"taillard",20,"I",0,25,4151,25694
"taillard",20,"I",0,26,4141,28264
"taillard",20,"I",0,27,4144,55186
"taillard",20,"I",0,28,4149,24399
"taillard",20,"I",0,29,4133,27654
"taillard",20,"I",0,30,4136,33492
"taillard",20,"I",0,31,4174,30988
"taillard",20,"I",0,32,4141,59194
"taillard",20,"I",0,33,4119,54167
"taillard",20,"I",0,34,4188,12034
"taillard",20,"I",0,35,4128,7911
"taillard",20,"I",0,36,4182,3315
"taillard",20,"I",0,37,4167,8936
"taillard",20,"I",0,38,4122,41441
"taillard",20,"I",0,39,4181,38656
"taillard",20,"I",0,40,4154,51152
"taillard",20,"I",0,41,4172,25501
"taillard",20,"I",0,42,4179,38285
"taillard",20,"I",0,43,4184,20792
"taillard",20,"I",0,44,4119,57784
"taillard",20,"I",0,45,4159,27393
"taillard",20,"I",0,46,4149,30654
"taillard",20,"I",0,47,4145,37174
"taillard",20,"I",0,48,4143,6110
"taillard",20,"I",0,49,4160,35261
"taillard",20,"I",1,0,4137,14976
"taillard",20,"I",1,1,4164,48738
"taillard",20,"I",1,2,4135,58501
"taillard",20,"I",1,3,4139,15419
"taillard",20,"I",1,4,4122,10127
"taillard",20,"I",1,5,4154,23887
"taillard",20,"I",1,6,4152,45597
"taillard",20,"I",1,7,4175,49021
"taillard",20,"I",1,8,4139,51553
"taillard",20,"I",1,9,4148,39129
"taillard",20,"I",1,10,4179,25479
"taillard",20,"I",1,11,4133,45306
"taillard",20,"I",1,12,4174,57480
"taillard",20,"I",1,13,4149,38998
"taillard",20,"I",1,14,4153,59478
"taillard",20,"I",1,15,4156,29161
"taillard",20,"I",1,16,4154,4645
"taillard",20,"I",1,17,4155,2716
"taillard",20,"I",1,18,4178,34830
"taillard",20,"I",1,19,4182,13128
"taillard",20,"I",1,20,4117,54157
"taillard",20,"I",1,21,4157,13612
"taillard",20,"I",1,22,4137,5737
"taillard",20,"I",1,23,4134,32862
"taillard",20,"I",1,24,4071,21009
"taillard",20,"I",1,25,4149,35088
"taillard",20,"I",1,26,4173,45048
"taillard",20,"I",1,27,4150,25562
"taillard",20,"I",1,28,4150,17203
"taillard",20,"I",1,29,4149,28151
"taillard",20,"I",1,30,4143,42635
"taillard",20,"I",1,31,4144,47685
"taillard",20,"I",1,32,4119,50578
"taillard",20,"I",1,33,4145,26882
"taillard",20,"I",1,34,4123,58411
"taillard",20,"I",1,35,4158,17904
"taillard",20,"I",1,36,4161,34532
"taillard",20,"I",1,37,4159,16181
"taillard",20,"I",1,38,4154,11815
"taillard",20,"I",1,39,4164,59565
"taillard",20,"I",1,40,4170,37174
"taillard",20,"I",1,41,4149,37387
"taillard",20,"I",1,42,4188,14418
"taillard",20,"I",1,43,4120,43409
"taillard",20,"I",1,44,4168,11068
"taillard",20,"I",1,45,4154,55739
"taillard",20,"I",1,46,4147,48145
"taillard",20,"I",1,47,4123,8477
"taillard",20,"I",1,48,4150,8488
"taillard",20,"I",1,49,4157,2807
"taillard",20,"I",2,0,4133,27528
"taillard",20,"I",2,1,4145,39596
"taillard",20,"I",2,2,4135,14718
"taillard",20,"I",2,3,4143,32279
"taillard",20,"I",2,4,4157,32921
"taillard",20,"I",2,5,4170,6536
"taillard",20,"I",2,6,4145,24354
"taillard",20,"I",2,7,4152,13336
"taillard",20,"I",2,8,4144,54951
"taillard",20,"I",2,9,4146,38945
"taillard",20,"I",2,10,4159,1534
"taillard",20,"I",2,11,4178,37654
"taillard",20,"I",2,12,4156,22145
"taillard",20,"I",2,13,4153,52877
"taillard",20,"I",2,14,4139,40591
"taillard",20,"I",2,15,4134,27176
"taillard",20,"I",2,16,4159,27252
"taillard",20,"I",2,17,4147,30868
"taillard",20,"I",2,18,4175,41772
"taillard",20,"I",2,19,4149,31771
"taillard",20,"I",2,20,4113,29873
"taillard",20,"I",2,21,4126,59299
"taillard",20,"I",2,22,4125,7844
"taillard",20,"I",2,23,4148,56471
"taillard",20,"I",2,24,4130,31542
"taillard",20,"I",2,25,4167,58918
"taillard",20,"I",2,26,4167,27776
"taillard",20,"I",2,27,4145,33406
"taillard",20,"I",2,28,4187,25927
"taillard",20,"I",2,29,4134,48721
"taillard",20,"I",2,30,4139,39652
"taillard",20,"I",2,31,4136,35563
"taillard",20,"I",2,32,4146,41060
"taillard",20,"I",2,33,4146,26038
"taillard",20,"I",2,34,4168,9692
"taillard",20,"I",2,35,4153,9461
"taillard",20,"I",2,36,4169,12545
"taillard",20,"I",2,37,4146,32667
"taillard",20,"I",2,38,4126,43530
"taillard",20,"I",2,39,4170,37244
"taillard",20,"I",2,40,4171,43474
"taillard",20,"I",2,41,4175,13971
"taillard",20,"I",2,42,4143,9936
"taillard",20,"I",2,43,4126,28201
"taillard",20,"I",2,44,4138,52160
"taillard",20,"I",2,45,4127,10278
"taillard",20,"I",2,46,4154,35131
"taillard",20,"I",2,47,4170,31324
"taillard",20,"I",2,48,4145,10700
"taillard",20,"I",2,49,4125,17302
"taillard",20,"i",0,0,2204,33509
"taillard",20,"i",0,1,2190,18112
"taillard",20,"i",0,2,2194,18011
"taillard",20,"i",0,3,2201,59618
"taillard",20,"i",0,4,2188,23159
"taillard",20,"i",0,5,2209,8766
"taillard",20,"i",0,6,2194,13872
"taillard",20,"i",0,7,2188,36440
"taillard",20,"i",0,8,2201,23625
"taillard",20,"i",0,9,2194,51520
"taillard",20,"i",0,10,2198,12545
"taillard",20,"i",0,11,2192,42942
"taillard",20,"i",0,12,2183,15773
"taillard",20,"i",0,13,2202,31964
"taillard",20,"i",0,14,2209,25562
"taillard",20,"i",0,15,2201,45911
"taillard",20,"i",0,16,2196,14600
"taillard",20,"i",0,17,2181,15435
"taillard",20,"i",0,18,2196,39893
"taillard",20,"i",0,19,2188,44946
"taillard",20,"i",0,20,2205,6626
"taillard",20,"i",0,21,2202,47461
"taillard",20,"i",0,22,2191,27344
"taillard",20,"i",0,23,2204,3932
"taillard",20,"i",0,24,2206,47335
"taillard",20,"i",0,25,2203,46784
"taillard",20,"i",0,26,2197,20459
"taillard",20,"i",0,27,2203,47790
"taillard",20,"i",0,28,2194,13927
"taillard",20,"i",0,29,2188,21195
"taillard",20,"i",0,30,2194,49925
"taillard",20,"i",0,31,2203,59235
"taillard",20,"i",0,32,2203,40860
"taillard",20,"i",0,33,2207,48654
"taillard",20,"i",0,34,2199,36172
"taillard",20,"i",0,35,2196,47060
"taillard",20,"i",0,36,2201,59999
"taillard",20,"i",0,37,2194,30498
"taillard",20,"i",0,38,2188,23443
"taillard",20,"i",0,39,2196,47129
"taillard",20,"i",0,40,2190,37681
"taillard",20,"i",0,41,2190,33659
"taillard",20,"i",0,42,2198,38595
"taillard",20,"i",0,43,2198,53491
"taillard",20,"i",0,44,2200,59610
"taillard",20,"i",0,45,2194,57988
"taillard",20,"i",0,46,2208,11928
"taillard",20,"i",0,47,2196,3630
"taillard",20,"i",0,48,2199,49518
"taillard",20,"i",0,49,2182,26800
"taillard",20,"i",1,0,2194,16883
"taillard",20,"i",1,1,2185,27265
"taillard",20,"i",1,2,2198,17529
"taillard",20,"i",1,3,2190,6753
"taillard",20,"i",1,4,2208,22128
"taillard",20,"i",1,5,2188,13094
"taillard",20,"i",1,6,2190,43411
"taillard",20,"i",1,7,2201,19471
"taillard",20,"i",1,8,2188,30431
"taillard",20,"i",1,9,2182,11913
"taillard",20,"i",1,10,2188,56205
"taillard",20,"i",1,11,2198,19188
"taillard",20,"i",1,12,2196,31627
"taillard",20,"i",1,13,2203,36130
"taillard",20,"i",1,14,2183,18917
"taillard",20,"i",1,15,2203,39928
"taillard",20,"i",1,16,2190,28159
"taillard",20,"i",1,17,2190,37545
"taillard",20,"i",1,18,2201,42506
"taillard",20,"i",1,19,2191,29361
"taillard",20,"i",1,20,2207,59301
"taillard",20,"i",1,21,2188,45957
"taillard",20,"i",1,22,2196,53131
"taillard",20,"i",1,23,2207,46987
"taillard",20,"i",1,24,2199,41764
"taillard",20,"i",1,25,2193,25944
"taillard",20,"i",1,26,2194,15381
"taillard",20,"i",1,27,2191,44630
"taillard",20,"i",1,28,2198,51811
"taillard",20,"i",1,29,2198,18166
"taillard",20,"i",1,30,2169,28542
"taillard",20,"i",1,31,2198,34277
"taillard",20,"i",1,32,2197,31622
"taillard",20,"i",1,33,2211,49778
"taillard",20,"i",1,34,2199,7038
"taillard",20,"i",1,35,2199,22225
"taillard",20,"i",1,36,2190,4456
"taillard",20,"i",1,37,2188,41069
"taillard",20,"i",1,38,2196,9533
"taillard",20,"i",1,39,2195,53329
"taillard",20,"i",1,40,2197,23950
"taillard",20,"i",1,41,2190,17175
"taillard",20,"i",1,42,2206,57224
"taillard",20,"i",1,43,2200,8813
"taillard",20,"i",1,44,2201,7762
"taillard",20,"i",1,45,2196,27405
"taillard",20,"i",1,46,2188,26349
"taillard",20,"i",1,47,2199,31063
"taillard",20,"i",1,48,2188,16811
"taillard",20,"i",1,49,2194,14267
"taillard",20,"i",2,0,2209,28737
"taillard",20,"i",2,1,2198,37873
"taillard",20,"i",2,2,2208,12648
"taillard",20,"i",2,3,2201,47716
"taillard",20,"i",2,4,2213,31120
"taillard",20,"i",2,5,2211,23104
"taillard",20,"i",2,6,2203,15635
"taillard",20,"i",2,7,2199,31936
"taillard",20,"i",2,8,2203,3957
"taillard",20,"i",2,9,2205,26648
"taillard",20,"i",2,10,2199,43354
"taillard",20,"i",2,11,2201,46689
"taillard",20,"i",2,12,2202,33668
"taillard",20,"i",2,13,2211,7976
"taillard",20,"i",2,14,2193,7481
"taillard",20,"i",2,15,2204,36351
"taillard",20,"i",2,16,2189,54979
"taillard",20,"i",2,17,2198,22983
"taillard",20,"i",2,18,2193,56484
"taillard",20,"i",2,19,2201,28532
"taillard",20,"i",2,20,2209,50251
"taillard",20,"i",2,21,2184,37888
"taillard",20,"i",2,22,2196,6879
"taillard",20,"i",2,23,2207,31735
"taillard",20,"i",2,24,2203,22269
"taillard",20,"i",2,25,2210,28875
"taillard",20,"i",2,26,2233,9573
"taillard",20,"i",2,27,2211,51695
"taillard",20,"i",2,28,2203,15888
"taillard",20,"i",2,29,2200,13641
"taillard",20,"i",2,30,2204,8122
"taillard",20,"i",2,31,2206,5023
"taillard",20,"i",2,32,2199,56038
"taillard",20,"i",2,33,2203,36960
"taillard",20,"i",2,34,2208,5042
"taillard",20,"i",2,35,2206,43202
"taillard",20,"i",2,36,2210,31039
"taillard",20,"i",2,37,2198,34589
"taillard",20,"i",2,38,2193,5499
"taillard",20,"i",2,39,2199,7051
"taillard",20,"i",2,40,2203,55588
"taillard",20,"i",2,41,2193,6958
"taillard",20,"i",2,42,2200,57879
"taillard",20,"i",2,43,2200,6950
"taillard",20,"i",2,44,2204,49033
"taillard",20,"i",2,45,2199,58079
"taillard",20,"i",2,46,2204,29759
"taillard",20,"i",2,47,2211,33762
"taillard",20,"i",2,48,2209,29853
"taillard",20,"i",2,49,2200,6142
"taillard",21,"I",0,0,6014,36262
"taillard",21,"I",0,1,5859,47735
"taillard",21,"I",0,2,6049,3176
"taillard",21,"I",0,3,5916,32260
"taillard",21,"I",0,4,5894,55262
"taillard",21,"I",0,5,5984,2073
"taillard",21,"I",0,6,6030,42911
"taillard",21,"I",0,7,5952,9583
"taillard",21,"I",0,8,6042,51850
"taillard",21,"I",0,9,6012,47256
"taillard",21,"I",0,10,5962,23254
"taillard",21,"I",0,11,5970,50170
"taillard",21,"I",0,12,5974,52777
"taillard",21,"I",0,13,6028,6550
"taillard",21,"I",0,14,5958,50950
"taillard",21,"I",0,15,5948,23215
"taillard",21,"I",0,16,5993,56635
"taillard",21,"I",0,17,5973,40147
"taillard",21,"I",0,18,6007,29255
"taillard",21,"I",0,19,6010,32312
"taillard",21,"I",0,20,5987,26483
"taillard",21,"I",0,21,5907,27854
"taillard",21,"I",0,22,5959,27858
"taillard",21,"I",0,23,6040,51017
"taillard",21,"I",0,24,5945,40939
"taillard",21,"I",0,25,6018,4856
"taillard",21,"I",0,26,6003,3254
"taillard",21,"I",0,27,5982,50001
"taillard",21,"I",0,28,5964,7843
"taillard",21,"I",0,29,6000,37416
"taillard",21,"I",0,30,6026,59797
"taillard",21,"I",0,31,6002,8075
"taillard",21,"I",0,32,6038,26495
"taillard",21,"I",0,33,5910,33005
"taillard",21,"I",0,34,5968,19298
"taillard",21,"I",0,35,5915,41784
"taillard",21,"I",0,36,6035,13756
"taillard",21,"I",0,37,6044,17461
"taillard",21,"I",0,38,5998,57825
"taillard",21,"I",0,39,6065,54842
"taillard",21,"I",0,40,6077,50305
"taillard",21,"I",0,41,5964,30627
"taillard",21,"I",0,42,5879,28139
"taillard",21,"I",0,43,5927,17893
"taillard",21,"I",0,44,5933,22025
"taillard",21,"I",0,45,5984,29043
"taillard",21,"I",0,46,5824,59151
"taillard",21,"I",0,47,5955,3396
"taillard",21,"I",0,48,5961,38684
"taillard",21,"I",0,49,6000,32555
"taillard",21,"I",1,0,6031,2693
"taillard",21,"I",1,1,5991,58677
"taillard",21,"I",1,2,6021,33572
"taillard",21,"I",1,3,6043,32530
"taillard",21,"I",1,4,5997,2873
"taillard",21,"I",1,5,5990,41559
"taillard",21,"I",1,6,6062,59986
"taillard",21,"I",1,7,5946,24414
"taillard",21,"I",1,8,6005,53037
"taillard",21,"I",1,9,5991,47954
"taillard",21,"I",1,10,6027,56361
"taillard",21,"I",1,11,6072,34457
"taillard",21,"I",1,12,5996,40327
"taillard",21,"I",1,13,6076,54670
"taillard",21,"I",1,14,6062,55106
"taillard",21,"I",1,15,5973,31717
"taillard",21,"I",1,16,6018,32083
"taillard",21,"I",1,17,5980,27736
"taillard",21,"I",1,18,6078,37852
"taillard",21,"I",1,19,5963,49092
"taillard",21,"I",1,20,6077,42893
"taillard",21,"I",1,21,5940,25706
"taillard",21,"I",1,22,5925,8686
"taillard",21,"I",1,23,6079,17293
"taillard",21,"I",1,24,6070,38098
"taillard",21,"I",1,25,6027,24959
"taillard",21,"I",1,26,6086,45085
"taillard",21,"I",1,27,6038,21539
"taillard",21,"I",1,28,6074,24461
"taillard",21,"I",1,29,6027,34382
"taillard",21,"I",1,30,6049,10622
"taillard",21,"I",1,31,6052,20616
"taillard",21,"I",1,32,6016,59290
"taillard",21,"I",1,33,6077,28985
"taillard",21,"I",1,34,6069,19528
"taillard",21,"I",1,35,6063,50098
"taillard",21,"I",1,36,5924,18676
"taillard",21,"I",1,37,6025,8383
"taillard",21,"I",1,38,5974,31119
"taillard",21,"I",1,39,5948,52299
"taillard",21,"I",1,40,5990,36066
"taillard",21,"I",1,41,6017,8353
"taillard",21,"I",1,42,6044,22977
"taillard",21,"I",1,43,6046,23943
"taillard",21,"I",1,44,6043,58004
"taillard",21,"I",1,45,6107,12884
"taillard",21,"I",1,46,6042,32702
"taillard",21,"I",1,47,6023,17682
"taillard",21,"I",1,48,5994,34103
"taillard",21,"I",1,49,6139,34415
"taillard",21,"I",2,0,5957,14553
"taillard",21,"I",2,1,5985,24284
"taillard",21,"I",2,2,6101,7658
"taillard",21,"I",2,3,6068,40798
"taillard",21,"I",2,4,6026,19197
"taillard",21,"I",2,5,6007,59867
"taillard",21,"I",2,6,6029,5567
"taillard",21,"I",2,7,6048,5386
"taillard",21,"I",2,8,5995,13635
"taillard",21,"I",2,9,6005,54232
"taillard",21,"I",2,10,6038,48129
"taillard",21,"I",2,11,6017,14252
"taillard",21,"I",2,12,6102,59520
"taillard",21,"I",2,13,6110,23917
"taillard",21,"I",2,14,6059,23549
"taillard",21,"I",2,15,6030,50202
"taillard",21,"I",2,16,6068,22229
"taillard",21,"I",2,17,6092,40368
"taillard",21,"I",2,18,6057,11118
"taillard",21,"I",2,19,6007,31747
"taillard",21,"I",2,20,6091,58397
"taillard",21,"I",2,21,5925,58062
"taillard",21,"I",2,22,6021,27077
"taillard",21,"I",2,23,5999,59872
"taillard",21,"I",2,24,6047,21896
"taillard",21,"I",2,25,5963,55667
"taillard",21,"I",2,26,6047,51246
"taillard",21,"I",2,27,6033,45268
"taillard",21,"I",2,28,6000,20113
"taillard",21,"I",2,29,5959,11916
"taillard",21,"I",2,30,5986,49128
"taillard",21,"I",2,31,6084,37610
"taillard",21,"I",2,32,6021,9716
"taillard",21,"I",2,33,6115,43796
"taillard",21,"I",2,34,6051,13249
"taillard",21,"I",2,35,5984,11048
"taillard",21,"I",2,36,5990,24769
"taillard",21,"I",2,37,6083,52433
"taillard",21,"I",2,38,6102,57150
"taillard",21,"I",2,39,6046,54896
"taillard",21,"I",2,40,6024,33452
"taillard",21,"I",2,41,6104,41942
"taillard",21,"I",2,42,6071,35472
"taillard",21,"I",2,43,6045,21835
"taillard",21,"I",2,44,6068,40764
"taillard",21,"I",2,45,5983,24900
"taillard",21,"I",2,46,6068,14080
"taillard",21,"I",2,47,6091,25462
"taillard",21,"I",2,48,6007,25063
"taillard",21,"I",2,49,5930,58057
"taillard",21,"i",0,0,3141,58304
"taillard",21,"i",0,1,3160,48847
"taillard",21,"i",0,2,3181,32247
"taillard",21,"i",0,3,3170,56956
"taillard",21,"i",0,4,3184,46390
"taillard",21,"i",0,5,3203,38793
"taillard",21,"i",0,6,3183,9544
"taillard",21,"i",0,7,3184,52139
"taillard",21,"i",0,8,3174,5716
"taillard",21,"i",0,9,3140,38452
"taillard",21,"i",0,10,3180,8139
"taillard",21,"i",0,11,3179,13279
"taillard",21,"i",0,12,3195,3087
"taillard",21,"i",0,13,3158,53170
"taillard",21,"i",0,14,3168,20357
"taillard",21,"i",0,15,3162,21095
"taillard",21,"i",0,16,3177,37178
"taillard",21,"i",0,17,3139,27604
"taillard",21,"i",0,18,3181,25011
"taillard",21,"i",0,19,3137,7678
"taillard",21,"i",0,20,3175,18672
"taillard",21,"i",0,21,3142,46976
"taillard",21,"i",0,22,3173,37529
"taillard",21,"i",0,23,3171,48544
"taillard",21,"i",0,24,3154,40095
"taillard",21,"i",0,25,3193,35080
"taillard",21,"i",0,26,3155,47217
"taillard",21,"i",0,27,3148,57230
"taillard",21,"i",0,28,3207,32583
"taillard",21,"i",0,29,3177,24627
"taillard",21,"i",0,30,3192,58247
"taillard",21,"i",0,31,3170,39910
"taillard",21,"i",0,32,3126,47845
"taillard",21,"i",0,33,3174,52108
"taillard",21,"i",0,34,3178,42028
"taillard",21,"i",0,35,3173,19939
"taillard",21,"i",0,36,3162,46100
"taillard",21,"i",0,37,3147,31751
"taillard",21,"i",0,38,3163,8450
"taillard",21,"i",0,39,3172,34366
"taillard",21,"i",0,40,3158,51782
"taillard",21,"i",0,41,3159,39936
"taillard",21,"i",0,42,3184,53931
"taillard",21,"i",0,43,3190,31047
"taillard",21,"i",0,44,3127,13873
"taillard",21,"i",0,45,3180,39896
"taillard",21,"i",0,46,3176,44998
"taillard",21,"i",0,47,3173,33065
"taillard",21,"i",0,48,3186,37618
"taillard",21,"i",0,49,3174,39411
"taillard",21,"i",1,0,3183,12014
"taillard",21,"i",1,1,3163,32131
"taillard",21,"i",1,2,3128,2784
"taillard",21,"i",1,3,3142,30651
"taillard",21,"i",1,4,3184,47930
"taillard",21,"i",1,5,3142,2928
"taillard",21,"i",1,6,3129,55629
"taillard",21,"i",1,7,3143,45859
"taillard",21,"i",1,8,3138,35591
"taillard",21,"i",1,9,3137,43508
"taillard",21,"i",1,10,3153,50304
"taillard",21,"i",1,11,3176,50045
"taillard",21,"i",1,12,3188,8555
"taillard",21,"i",1,13,3123,54814
"taillard",21,"i",1,14,3165,12224
"taillard",21,"i",1,15,3151,34956
"taillard",21,"i",1,16,3180,54398
"taillard",21,"i",1,17,3162,28044
"taillard",21,"i",1,18,3135,27716
"taillard",21,"i",1,19,3176,7132
"taillard",21,"i",1,20,3144,7586
"taillard",21,"i",1,21,3157,1931
"taillard",21,"i",1,22,3155,20710
"taillard",21,"i",1,23,3106,40620
"taillard",21,"i",1,24,3162,35216
"taillard",21,"i",1,25,3175,50724
"taillard",21,"i",1,26,3157,32422
"taillard",21,"i",1,27,3162,48032
"taillard",21,"i",1,28,3111,52826
"taillard",21,"i",1,29,3170,17705
"taillard",21,"i",1,30,3150,28191
"taillard",21,"i",1,31,3163,55830
"taillard",21,"i",1,32,3187,13820
"taillard",21,"i",1,33,3167,40451
"taillard",21,"i",1,34,3164,39634
"taillard",21,"i",1,35,3133,26831
"taillard",21,"i",1,36,3163,41272
"taillard",21,"i",1,37,3148,12836
"taillard",21,"i",1,38,3184,44930
"taillard",21,"i",1,39,3152,31664
"taillard",21,"i",1,40,3165,41509
"taillard",21,"i",1,41,3163,35476
"taillard",21,"i",1,42,3163,44470
"taillard",21,"i",1,43,3177,39876
"taillard",21,"i",1,44,3151,45530
"taillard",21,"i",1,45,3169,39799
"taillard",21,"i",1,46,3157,49797
"taillard",21,"i",1,47,3165,43095
"taillard",21,"i",1,48,3134,31946
"taillard",21,"i",1,49,3160,19539
"taillard",21,"i",2,0,3158,59606
"taillard",21,"i",2,1,3130,21572
"taillard",21,"i",2,2,3141,39523
"taillard",21,"i",2,3,3160,30242
"taillard",21,"i",2,4,3167,30525
"taillard",21,"i",2,5,3156,20745
"taillard",21,"i",2,6,3161,9889
"taillard",21,"i",2,7,3159,23716
"taillard",21,"i",2,8,3128,30943
"taillard",21,"i",2,9,3150,53879
"taillard",21,"i",2,10,3172,53708
"taillard",21,"i",2,11,3146,41377
"taillard",21,"i",2,12,3103,15307
"taillard",21,"i",2,13,3140,13382
"taillard",21,"i",2,14,3161,24923
"taillard",21,"i",2,15,3135,11845
"taillard",21,"i",2,16,3168,39965
"taillard",21,"i",2,17,3146,8807
"taillard",21,"i",2,18,3145,37362
"taillard",21,"i",2,19,3160,30945
"taillard",21,"i",2,20,3140,55664
"taillard",21,"i",2,21,3158,54234
"taillard",21,"i",2,22,3133,49071
"taillard",21,"i",2,23,3137,16550
"taillard",21,"i",2,24,3162,4660
"taillard",21,"i",2,25,3161,54913
"taillard",21,"i",2,26,3166,52649
"taillard",21,"i",2,27,3140,34783
"taillard",21,"i",2,28,3165,30084
"taillard",21,"i",2,29,3142,34014
"taillard",21,"i",2,30,3170,6807
"taillard",21,"i",2,31,3146,12327
"taillard",21,"i",2,32,3138,43716
"taillard",21,"i",2,33,3172,35044
"taillard",21,"i",2,34,3143,47477
"taillard",21,"i",2,35,3189,12702
"taillard",21,"i",2,36,3144,51485
"taillard",21,"i",2,37,3101,41075
"taillard",21,"i",2,38,3154,35130
"taillard",21,"i",2,39,3165,42134
"taillard",21,"i",2,40,3140,46474
"taillard",21,"i",2,41,3169,41524
"taillard",21,"i",2,42,3144,35968
"taillard",21,"i",2,43,3147,37745
"taillard",21,"i",2,44,3171,16106
"taillard",21,"i",2,45,3145,31279
"taillard",21,"i",2,46,3138,17222
"taillard",21,"i",2,47,3163,57948
"taillard",21,"i",2,48,3143,41846
"taillard",21,"i",2,49,3156,12684
"taillard",22,"I",0,0,5429,32688
"taillard",22,"I",0,1,5501,25099
"taillard",22,"I",0,2,5517,47450
"taillard",22,"I",0,3,5440,29633
"taillard",22,"I",0,4,5542,29931
"taillard",22,"I",0,5,5363,13400
"taillard",22,"I",0,6,5484,6993
"taillard",22,"I",0,7,5499,9382
"taillard",22,"I",0,8,5441,19146
"taillard",22,"I",0,9,5477,7803
"taillard",22,"I",0,10,5498,45205
"taillard",22,"I",0,11,5505,3968
"taillard",22,"I",0,12,5534,41011
"taillard",22,"I",0,13,5380,37002
"taillard",22,"I",0,14,5442,45988
"taillard",22,"I",0,15,5500,18685
"taillard",22,"I",0,16,5489,20648
"taillard",22,"I",0,17,5405,10786
"taillard",22,"I",0,18,5475,13765
"taillard",22,"I",0,19,5509,39505
"taillard",22,"I",0,20,5492,15433
"taillard",22,"I",0,21,5349,5195
"taillard",22,"I",0,22,5478,14558
"taillard",22,"I",0,23,5481,37766
"taillard",22,"I",0,24,5405,44933
"taillard",22,"I",0,25,5520,39582
"taillard",22,"I",0,26,5526,20506
"taillard",22,"I",0,27,5494,18409
"taillard",22,"I",0,28,5456,34393
"taillard",22,"I",0,29,5519,11338
"taillard",22,"I",0,30,5425,18846
"taillard",22,"I",0,31,5492,18652
"taillard",22,"I",0,32,5436,23316
"taillard",22,"I",0,33,5480,42287
"taillard",22,"I",0,34,5514,28704
"taillard",22,"I",0,35,5443,9238
"taillard",22,"I",0,36,5429,27808
"taillard",22,"I",0,37,5527,58828
"taillard",22,"I",0,38,5457,39670
"taillard",22,"I",0,39,5529,34421
"taillard",22,"I",0,40,5497,43186
"taillard",22,"I",0,41,5501,32287
"taillard",22,"I",0,42,5476,19114
"taillard",22,"I",0,43,5541,55243
"taillard",22,"I",0,44,5508,32818
"taillard",22,"I",0,45,5452,2067
"taillard",22,"I",0,46,5532,45913
"taillard",22,"I",0,47,5484,29979
"taillard",22,"I",0,48,5427,11349
"taillard",22,"I",0,49,5520,49308
"taillard",22,"I",1,0,5514,33086
"taillard",22,"I",1,1,5425,36954
"taillard",22,"I",1,2,5441,15896
"taillard",22,"I",1,3,5432,17443
"taillard",22,"I",1,4,5463,23244
"taillard",22,"I",1,5,5448,46135
"taillard",22,"I",1,6,5444,18591
"taillard",22,"I",1,7,5460,44311
"taillard",22,"I",1,8,5441,46635
"taillard",22,"I",1,9,5462,41466
"taillard",22,"I",1,10,5450,52187
"taillard",22,"I",1,11,5476,21478
"taillard",22,"I",1,12,5421,23832
"taillard",22,"I",1,13,5488,15184
"taillard",22,"I",1,14,5380,22860
"taillard",22,"I",1,15,5525,9950
"taillard",22,"I",1,16,5478,37497
"taillard",22,"I",1,17,5392,9601
"taillard",22,"I",1,18,5388,31751
"taillard",22,"I",1,19,5433,46645
"taillard",22,"I",1,20,5504,22071
"taillard",22,"I",1,21,5479,8006
"taillard",22,"I",1,22,5555,16524
"taillard",22,"I",1,23,5407,29754
"taillard",22,"I",1,24,5326,40760
"taillard",22,"I",1,25,5418,12619
"taillard",22,"I",1,26,5509,15115
"taillard",22,"I",1,27,5358,15508
"taillard",22,"I",1,28,5375,45172
"taillard",22,"I",1,29,5477,11864
"taillard",22,"I",1,30,5483,31127
